都道府県,市町村,一般競争 ,総合評価落札方式,プロポーザル方式,低入札価格調査・最低制限価格制度,予定価格の公表,R1年度競争入札平均落札率
熊本県 ,芦北町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.942
熊本県 ,津奈木町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.949
熊本県 ,錦町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.944
熊本県 ,多良木町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.961
熊本県 ,湯前町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.946
熊本県 ,水上村,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.965
熊本県 ,相良村,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
熊本県 ,五木村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
熊本県 ,山江村,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.944
熊本県 ,球磨村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.95
熊本県 ,あさぎり町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.955
熊本県 ,苓北町,試行導入 ,2009年試行導入 ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.955
大分県 ,大分市,本格導入 ,2009年試行導入 ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.928
大分県 ,別府市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.945
大分県 ,中津市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,案件により事後公表及,0.936
大分県 ,日田市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.922
大分県 ,佐伯市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.944
大分県 ,臼杵市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.919
大分県 ,津久見市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.941
大分県 ,竹田市,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.962
大分県 ,豊後高田市,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事前公表",0.949
大分県 ,杵築市,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.931
大分県 ,宇佐市,本格導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.923
大分県 ,豊後大野市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.914
大分県 ,由布市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.828
大分県 ,国東市,試行導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.91
大分県 ,姫島村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.931
大分県 ,日出町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,-
大分県 ,九重町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.915
大分県 ,玖珠町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.849
宮崎県 ,宮崎市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.923
宮崎県 ,都城市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.877
宮崎県 ,延岡市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.928
宮崎県 ,日南市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.939
宮崎県 ,小林市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
宮崎県 ,日向市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",-
宮崎県 ,串間市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.944
宮崎県 ,西都市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.937
宮崎県 ,えびの市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.937
宮崎県 ,三股町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.923
宮崎県 ,高原町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
宮崎県 ,国富町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.931
宮崎県 ,綾町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.944
宮崎県 ,高鍋町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,"原則事前公表、一部の
案件で事後公表を試行",0.939
宮崎県 ,新富町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.931
宮崎県 ,西米良村,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
宮崎県 ,木城町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.947
宮崎県 ,川南町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.934
宮崎県 ,都農町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.943
宮崎県 ,門川町,試行導入 ,2009年試行導入 ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.932
宮崎県 ,諸塚村,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
宮崎県 ,椎葉村,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",-
宮崎県 ,美郷町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.952
宮崎県 ,高千穂町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.932
